,player_name,0304_salary_adjusted,0405_salary_adjusted,0506_salary_adjusted,0607_salary_adjusted,0708_salary_adjusted,0809_salary_adjusted,0910_salary_adjusted,1011_salary_adjusted,1112_salary_adjusted,1213_salary_adjusted,1314_salary_adjusted,1415_salary_adjusted,1516_salary_adjusted,1617_salary_adjusted,1718_salary_adjusted,1819_salary_adjusted,1920_salary_adjusted,2021_salary_adjusted,2122_salary_adjusted,2223_salary_adjusted,2324_salary,2425_salary_predicted,2526_salary_predicted,2627_salary_predicted
656,Sergio Rodriguez,,,,"$1,331,866 ","$1,161,909 ","$1,420,245 ","$2,599,207 ",,,,,,,"$8,360,017",,,,,,,,,,
657,Maurice Ager,,,,"$1,323,804 ","$1,385,757 ","$1,411,632 ",,"$113,248 ",,,,,,,,,,,,,,,,
658,Mardy Collins,,,,"$1,314,166 ","$1,375,689 ","$1,401,232 ","$2,565,834 ",,,,,,,,,,,,,,,,,
659,James White,,,,"$1,194,812 ",,,,,,"$1,103,220 ",,,,,,,,,,,,,,
660,Mickael Gelabale,,,,"$1,171,224 ","$1,140,576 ",,,,,"$584,057 ",,,,,,,,,,,,,,
661,Mile Ilic,,,,"$1,168,303 ","$1,228,750 ",,,,,,,,,,,,,,,,,,,
662,James Lang,,,,"$1,126,435 ",,,,,,,,,,,,,,,,,,,,
663,Ime Udoka,,,,"$1,087,327 ","$1,422,165 ","$1,462,495 ","$1,151,259 ","$359,208 ",,,,,,,,,,,,,,,,
664,Maceo Baston,,,,"$1,087,327 ","$2,602,562 ","$3,077,821 ",,,,,,,,,,,,,,,,,,
665,Solomon Jones,,,,"$985,756 ","$1,036,758 ","$1,080,054 ","$2,225,495 ","$2,039,164 ","$578,062 ","$81,234 ","$602,234",,,,,,,,,,,,,
666,Lynn Greer,,,,"$969,997 ",,,,,,,,,,,,,,,,,,,,
667,Ronny Turiaf,,,,"$969,997 ","$1,095,934 ","$6,093,729 ","$5,687,377 ","$5,437,772 ","$5,723,482 ","$1,480,195 ","$2,030,361","$1,989,140",,,,,,,,,,,,
668,Chuck Hayes,,,,"$969,997 ","$2,488,789 ","$2,394,158 ","$2,901,043 ","$2,681,501 ","$6,891,808 ","$7,084,061 ","$7,261,715","$7,407,992","$87,598",,,,,,,,,,,
669,Paul Millsap,,,,"$912,737 ","$977,676 ","$1,080,054 ","$10,568,263 ","$10,331,767 ","$10,637,584 ","$9,296,922 ","$12,055,273","$11,810,518","$23,184,144","$24,676,846","$37,220,149","$34,372,128","$35,109,446","$11,608,905","$2,881,021",,,,,
670,Steve Novak,,,,"$876,227 ","$977,676 ","$1,080,054 ","$1,174,826 ","$999,115 ","$1,303,116 ","$5,234,754 ","$4,758,661","$4,284,044","$4,666,237","$1,907,631",,,,,,,,,,
671,Leon Powe,,,,"$630,883 ","$977,676 ","$1,080,054 ","$1,174,826 ","$1,245,048 ",,,,,,,,,,,,,,,,
672,Roger Powell,,,,"$602,724 ",,,,,,,,,,,,,,,,,,,,
673,Brian Chase,,,,"$602,724 ",,,,,,,,,,,,,,,,,,,,
674,Dee Brown,,,,"$602,724 ",,"$323,057 ",,,,,,,,,,,,,,,,,,
675,Uros Slokar,,,,"$602,724 ",,,,,,,,,,,,,,,,,,,,
676,PJ Tucker,,,,"$602,724 ",,,,,,"$984,176 ","$1,122,146","$7,086,311","$6,829,216","$6,515,896","$9,181,322","$9,359,529","$9,658,324","$9,160,158","$7,634,183","$10,490,000","$11,014,500","$11,539,000",$0,$0
677,Bobby Jones,,,,"$602,724 ","$1,099,885 ",,,,,,,,,,,,,,,,,,,
678,James Augustine,,,,"$602,724 ","$977,676 ",,,,,,,,,,,,,,,,,,,
679,Marcus Vinicius,,,,"$602,724 ","$977,676 ",,,,,,,,,,,,,,,,,,,
680,Craig Smith,,,,"$602,724 ","$977,676 ","$3,385,405 ","$3,434,406 ","$3,126,718 ","$1,303,116 ",,,,,,,,,,,,,,,
681,David Noel,,,,"$602,724 ","$977,676 ",,,,,,,,,,,,,,,,,,,
682,Damir Markota,,,,"$602,724 ",,,,,,,,,,,,,,,,,,,,
683,Robert Hite,,,,"$602,724 ",,,,,,,,,,,,,,,,,,,,
684,Chris Quinn,,,,"$602,724 ","$977,676 ","$1,317,032 ","$1,449,319 ","$1,171,809 ",,"$218,657 ",,,,,,,,,,,,,,
685,Tarence Kinsey,,,,"$602,724 ","$312,212 ","$1,080,054 ",,,,,,,,,,,,,,,,,,
686,Alexander Johnson,,,,"$602,724 ","$977,676 ",,,,,,,,,,,,,,,,,,,
687,Paul Davis,,,,"$602,724 ","$977,676 ","$444,728 ","$110,571 ",,,,,,,,,,,,,,,,,
688,Will Blalock,,,,"$602,724 ",,,,,,,,,,,,,,,,,,,,
689,Ivan McFarlin,,,,"$602,724 ",,,,,,,,,,,,,,,,,,,,
690,Yakhouba Diawara,,,,"$602,724 ","$977,676 ","$1,184,891 ","$1,298,205 ",,,,,,,,,,,,,,,,,
691,Jose Juan Barea,,,,"$602,724 ","$977,676 ","$2,031,243 ","$2,277,011 ","$2,467,389 ","$5,644,719 ","$5,801,537 ","$5,947,691","$7,238,079","$5,326,788","$5,036,849","$4,722,371","$4,363,546","$2,966,954","$2,947,918",,,,,,
692,Pops Mensah-Bonsu,,,,"$602,724 ",,,"$453,614 ","$495,463 ",,,,,,,,,,,,,,,,
693,Daniel Gibson,,,,"$602,724 ","$977,676 ","$5,010,400 ","$5,616,628 ","$5,458,617 ","$5,781,024 ","$6,188,047 ",,,,,,,,,,,,,,
694,Ryan Hollins,,,,"$602,724 ","$977,676 ","$1,317,032 ","$2,999,381 ","$3,172,033 ","$3,259,934 ","$1,380,991 ","$1,505,588","$1,628,963","$764,755",,,,,,,,,,,
695,Hassan Adams,,,,"$602,724 ",,"$402,406 ",,,,,,,,,,,,,,,,,,
696,Allan Ray,,,,"$602,724 ",,,,,,,,,,,,,,,,,,,,
697,Cedric Bozeman,,,,"$602,724 ",,,,,,,,,,,,,,,,,,,,
698,Kelenna Azubuike,,,,"$440,532 ","$977,676 ","$3,927,070 ","$4,302,624 ","$4,486,161 ",,"$1,281,787 ",,,,,,,,,,,,,,
699,Desmon Farmer,,,,"$402,194 ",,"$113,354 ",,,,,,,,,,,,,,,,,,
700,Justin Williams,,,,"$382,216 ","$1,226,555 ",,,,,,,,,,,,,,,,,,,
701,Andre Brown,,,,"$352,814 ","$1,011,894 ","$146,124 ",,,,,,,,,,,,,,,,,,
702,Juaquin Hawkins,,,,"$315,336 ","$977,676 ","$1,080,054 ",,,,,,,,,,,,,,,,,,
703,Jeremy Richardson,,,,"$257,261 ","$1,209,872 ","$1,041,934 ",,,,,,,,,,,,,,,,,,
704,Steven Smith,,,,"$235,210 ",,,,,,,,,,,,,,,,,,,,
705,Andreas Glyniadakis,,,,"$235,210 ",,,,,,,,,,,,,,,,,,,,
706,Chris McCray,,,,"$235,210 ",,,,,,,,,,,,,,,,,,,,
707,Mike Gansey,,,,"$219,056 ",,,,,,,,,,,,,,,,,,,,
708,Mike Hall,,,,"$198,458 ",,,,,,,,,,,,,,,,,,,,
709,Pat Carroll,,,,"$160,641 ",,,,,,,,,,,,,,,,,,,,
710,Paul Miller,,,,"$146,037 ",,,,,,,,,,,,,,,,,,,,
711,Jimmie Hunter,,,,"$146,037 ",,,,,,,,,,,,,,,,,,,,
712,Daniel Horton,,,,"$109,528 ",,,,,,,,,,,,,,,,,,,,
713,Jefferson Sobral,,,,"$109,528 ",,,,,,,,,,,,,,,,,,,,
714,Vincent Grier,,,,"$102,226 ",,,,,,,,,,,,,,,,,,,,
715,Luke Schenscher,,,,"$80,320 ",,,,,,,,,,,,,,,,,,,,
716,Kevin Pittsnogle,,,,"$73,018 ",,,,,,,,,,,,,,,,,,,,
717,Will Conroy,,,,"$51,665 ",,,"$66,708 ",,,"$1,103,220 ",,,,,,,,,,,,,,
718,Renaldo Major,,,,"$29,401 ",,,,,,,,,,,,,,,,,,,,
719,Greg Oden,,,,,"$6,630,134 ","$6,786,627 ","$7,365,071 ","$9,190,547 ","$1,969,088 ",,"$1,303,776",,,,,,,,,,,,,
720,Kevin Durant,,,,,"$5,932,136 ","$6,072,117 ","$6,589,774 ","$8,229,609 ","$20,355,949 ","$22,659,748 ","$23,822,712","$24,861,158","$27,281,911","$32,628,781","$30,241,370","$35,276,658","$43,032,497","$46,101,091","$45,825,710","$44,119,845","$47,649,433","$51,179,020","$54,708,608",$0
721,Al Horford,,,,,"$5,327,147 ","$5,452,831 ","$5,917,675 ","$7,401,972 ","$15,752,704 ","$15,494,870 ","$15,227,713","$14,918,550","$14,900,108","$32,628,781","$33,549,057","$34,016,941","$32,390,922","$31,608,407","$29,446,134","$26,500,000","$10,000,000","$9,500,000",$0,$0
722,Mike Conley,,,,,"$4,802,880 ","$4,916,258 ","$5,335,419 ","$6,678,953 ","$8,679,177 ","$9,271,097 ","$10,024,911","$10,890,541","$12,019,420","$32,628,781","$34,512,187","$35,889,432","$37,610,051","$39,656,633","$22,902,549","$22,680,000","$24,360,000",$0,$0,$0
723,Jeff Green,,,,,"$4,349,266 ","$4,451,997 ","$4,831,468 ","$6,057,661 ",,"$10,459,037 ","$11,040,092","$11,437,555","$11,423,416","$18,441,216","$2,560,784","$2,814,944","$972,221","$2,947,918","$4,907,689","$4,500,000","$9,600,000","$9,600,000",$0,$0
724,Luis Scola,,,,,"$4,138,501 ","$4,198,806 ","$4,637,273 ","$10,570,183 ","$11,278,664 ","$5,810,576 ","$5,710,392","$5,594,456","$3,600,859","$6,147,072",,,,,,,,,,
725,Yi Jianlian,,,,,"$3,950,434 ","$4,043,636 ","$4,388,347 ","$5,506,422 ","$1,085,882 ",,,,,"$307,353",,,,,,,,,,
726,Corey Brewer,,,,,"$3,606,213 ","$3,691,337 ","$4,006,056 ","$5,034,659 ","$4,015,626 ","$4,187,488 ","$5,710,392","$5,846,206","$10,218,214","$9,358,513","$9,804,995","$3,010,185","$211,830",,,,,,,
727,Brandan Wright,,,,,"$3,303,803 ","$3,381,776 ","$3,669,924 ","$4,619,485 ","$1,202,262 ","$1,281,787 ","$6,344,880","$6,216,062","$6,784,515","$7,019,808","$7,204,413",,,,,,,,,
728,Joakim Noah,,,,,"$3,036,891 ","$3,108,452 ","$3,373,521 ","$4,253,066 ","$15,752,704 ","$14,268,193 ","$14,720,122","$15,788,798","$16,638,454","$20,900,044","$21,489,518","$23,824,881","$441,164","$7,392,535","$7,014,359",,,,,
729,Spencer Hawes,,,,,"$2,885,004 ","$2,953,102 ","$3,204,713 ","$4,043,418 ","$5,317,882 ","$8,393,055 ","$8,248,344","$6,595,242","$6,883,508","$7,109,027","$2,427,847","$2,360,076",,"$2,306,905",,,,,,
730,Acie Law,,,,,"$2,740,626 ","$2,805,390 ","$3,044,477 ","$1,167,879 ",,,,,,,,,,,,,,,,
731,Thaddeus Young,,,,,"$2,603,586 ","$2,665,153 ","$2,892,320 ","$3,944,071 ","$9,816,903 ","$10,380,440 ","$10,913,194","$11,388,908","$13,951,412","$14,849,668","$15,630,371","$16,184,984","$14,922,960","$15,568,577","$15,475,579","$8,000,000","$8,000,000",$0,$0,$0
732,Kosta Perovic,,,,,"$2,559,897 ",,,,,,,,,,,,,,,,,,,
733,Julian Wright,,,,,"$2,473,373 ","$2,531,741 ","$2,747,580 ","$3,885,365 ",,,,,,,,,,,,,,,,
734,Al Thornton,,,,,"$2,349,815 ","$2,405,317 ","$2,610,423 ","$3,825,739 ",,,,,,,,,,,,,,,,
735,Rodney Stuckey,,,,,"$2,232,230 ","$2,284,904 ","$2,479,696 ","$3,761,750 ","$11,158,165 ","$10,975,533 ","$10,786,297","$1,526,646","$8,691,729","$8,605,900",,,,,,,,,,
736,Nick Young,,,,,"$2,120,789 ","$2,170,667 ","$2,355,728 ","$3,576,018 ","$4,851,645 ","$7,747,435 ","$1,404,682","$6,209,125","$6,480,515","$6,692,831","$6,280,527","$333,975",,,,,,,,
737,Sean Williams,,,,,"$2,014,639 ","$2,062,280 ","$2,238,024 ",,"$1,161,919 ",,,,,,,,,,,,,,,
738,Oleksiy Pecherov,,,,,"$1,913,950 ","$1,959,093 ","$2,126,090 ",,,,,,,,,,,,,,,,,
739,Marco Belinelli,,,,,"$1,913,950 ","$1,959,093 ","$2,126,090 ","$3,235,841 ","$4,433,866 ","$2,526,955 ","$3,489,684","$3,572,681","$7,525,307","$7,786,290","$8,567,109","$7,236,237","$6,762,939",,,,,,,
740,Javaris Crittenton,,,,,"$1,827,766 ","$1,870,856 ","$2,030,311 ",,,,,,,,,,,,,,,,,
741,Jason Smith,,,,,"$1,754,724 ","$1,796,106 ","$1,949,204 ","$2,974,343 ","$3,281,813 ","$3,228,098 ","$3,172,440","$4,075,250","$5,339,205","$6,147,072","$6,320,446","$6,408,593",,,,,,,,
742,Daequan Cook,,,,,"$1,684,412 ","$1,724,119 ","$1,871,229 ","$2,949,796 ","$4,386,548 ","$4,651,914 ",,,,,,,,,,,,,,
743,Jared Dudley,,,,,"$1,617,002 ","$1,655,219 ","$1,796,387 ","$2,924,254 ","$5,579,082 ","$5,487,766 ","$5,393,148","$5,283,653","$5,277,121","$12,871,968","$12,096,548","$11,206,218","$2,966,954","$2,947,918",,,,,,
744,Wilson Chandler,,,,,"$1,552,492 ","$1,589,082 ","$1,724,676 ","$2,896,268 ",,"$7,657,584 ","$8,050,592","$8,397,792","$12,974,812","$13,810,191","$14,536,245","$15,052,035","$2,966,954",,,,,,,
745,Morris Almond,,,,,"$1,430,641 ","$1,464,445 ",,,,,,,,,,,,,,,,,,
746,Aaron Brooks,,,,,"$1,383,368 ","$1,415,857 ","$1,536,581 ","$2,741,577 ",,"$7,424,625 ","$1,303,776","$1,137,841","$2,793,770","$3,319,418","$2,560,784",,,,,,,,,
747,Arron Afflalo,,,,,"$1,343,263 ","$1,375,070 ","$1,492,236 ","$2,663,933 ","$9,927,485 ","$9,764,996 ","$9,596,631","$9,401,794","$9,933,405","$15,367,680","$6,445,829",,,,,,,,,
748,Ian Mahinmi,,,,,"$1,335,071 ","$1,366,620 ","$1,483,169 ","$1,036,162 ","$1,202,262 ","$5,164,956 ","$5,075,904","$4,972,850","$4,966,702","$19,670,630","$19,354,477","$18,814,218","$17,872,907",,,,,,,
749,Alando Tucker,,,,,"$1,325,344 ","$1,356,708 ","$1,472,288 ",,,,,,,,,,,,,,,,,
750,Randolph Morris,,,,,"$1,151,953 ","$1,080,054 ","$1,174,826 ",,,,,,,,,,,,,,,,,
751,Billy Thomas,,,,,"$1,102,783 ",,,,,,,,,,,,,,,,,,,
752,Kyrylo Fesenko,,,,,"$1,066,624 ","$1,096,871 ","$1,195,173 ","$1,478,394 ",,,,,,,,,,,,,,,,
753,Gabe Pruitt,,,,,"$924,407 ","$963,509 ",,,,,,,,,,,,,,,,,,
754,Juan Carlos Navarro,,,,,"$765,252 ",,,,,,,,,,,,,,,,,,,
755,Dominic McGuire,,,,,"$607,496 ","$963,509 ","$1,134,036 ","$1,201,910 ","$1,202,262 ","$1,543,776 ",,,,,,,,,,,,,,
756,Jamario Moon,,,,,"$607,496 ","$963,509 ","$3,777,847 ","$4,078,329 ",,,,,,,,,,,,,,,,
757,Josh McRoberts,,,,,"$607,496 ","$963,509 ","$1,134,036 ","$1,203,270 ","$3,938,176 ","$4,048,035 ","$3,365,324","$6,595,242","$6,883,508","$7,109,027","$7,283,543",,,,,,,,,
758,D.J. Strawberry,,,,,"$607,496 ",,,,,,,,,,,,,,,,,,,
759,Herbert Hill,,,,,"$607,496 ",,,,,,,,,,,,,,,,,,,
760,Marcin Gortat,,,,,"$607,496 ","$963,509 ","$8,042,006 ","$8,594,833 ","$8,914,245 ","$9,373,054 ","$9,805,733","$12,972,651","$13,928,361","$14,752,972","$15,462,544","$15,951,185",,,,,,,,
761,Chris Richard,,,,,"$607,496 ",,"$59,510 ",,,,,,,,,,,,,,,,,
762,Ramon Sessions,,,,,"$607,496 ","$978,405 ","$5,042,625 ","$5,389,267 ","$5,589,549 ","$6,456,196 ","$6,344,880","$2,582,152","$2,695,013","$7,376,486","$3,612,589",,,,,,,,,
763,Joel Anthony,,,,,"$607,496 ","$963,509 ","$1,134,036 ","$4,486,161 ","$4,725,811 ","$4,842,147 ","$4,822,109","$4,724,207","$3,104,189","$816,097",,,,,,,,,,
764,Coby Karl,,,,,"$607,496 ",,"$487,981 ",,,,,,,,,,,,,,,,,
765,Adam Haluska,,,,,"$607,496 ",,,,,,,,,,,,,,,,,,,
766,Carl Landry,,,,,"$607,496 ","$4,062,486 ","$4,121,288 ","$4,078,329 ","$11,158,165 ","$5,164,956 ","$8,565,588","$8,391,684","$8,381,310","$8,298,547",,,,,,,,,,
767,Cheikh Samb,,,,,"$607,496 ","$1,080,054 ",,,,,,,,,,,,,,,,,,
768,Taurean Green,,,,,"$607,496 ",,,,,,,,,,,,,,,,,,,
769,Nick Fazekas,,,,,"$607,496 ",,,,,,,,,,,,,,,,,,,
770,JamesOn Curry,,,,,"$607,496 ",,"$36,977 ",,,,,,,,,,,,,,,,,
771,Demetris Nichols,,,,,"$607,496 ","$119,021 ",,,,,,,,,,,,,,,,,,
772,Aaron Gray,,,,,"$607,496 ","$963,509 ","$1,374,445 ","$1,398,649 ","$3,281,813 ",,"$3,315,200","$1,526,646","$1,683,893",,,,,,,,,,,
773,Jermareo Davidson,,,,,"$607,496 ","$572,438 ",,,,,,,,,,,,,,,,,,
774,Glen Davis,,,,,"$607,496 ","$963,509 ","$4,121,288 ","$4,486,161 ","$8,270,169 ","$8,263,931 ","$8,565,588","$9,731,848",,,,,,,,,,,,
775,Mario West,,,,,"$607,496 ","$963,509 ","$613,714 ",,,,,,,,,,,,,,,,,
776,Keith Langford,,,,,"$387,278 ",,,,,,,,,,,,,,,,,,,
777,Darius Washington,,,,,"$220,218 ",,,,,,,,,,,,,,,,,,,
778,Brandon Wallace,,,,,"$186,046 ",,,,,,,,,,,,,,,,,,,
779,CJ Watson,,,,,"$178,451 ","$963,509 ","$1,374,445 ","$4,214,273 ","$4,463,266 ","$1,281,787 ","$2,558,255","$2,582,152","$6,208,378","$6,147,072","$403,217",,,,,,,,,
780,Courtney Sims,,,,,"$159,467 ","$250,043 ",,,,,,,,,,,,,,,,,,
781,Darryl Watkins,,,,,"$155,671 ",,,,,,,,,,,,,,,,,,,
782,Thomas Gardner,,,,,"$144,280 ","$963,509 ",,,,,,,,,,,,,,,,,,
783,Guillermo Diaz,,,,,"$79,733 ",,,,,,,,,,,,,,,,,,,
784,Stephane Lasme,,,,,"$68,343 ",,,,,,,,,,,,,,,,,,,
785,Derrick Rose,,,,,,"$6,530,853 ","$7,122,245 ","$7,539,688 ","$9,180,818 ","$21,179,551 ","$22,375,460","$23,450,563","$24,949,068","$26,215,113","$3,064,645","$2,559,039","$8,464,527","$8,830,729","$14,663,215","$14,520,730","$3,196,448","$3,356,271",$0,$0
786,Michael Beasley,,,,,,"$5,843,155 ","$6,372,335 ","$6,745,882 ","$8,220,741 ","$7,424,625 ","$8,917,632","$410,539","$380,605","$1,725,619","$2,560,784","$4,115,610",,,,,,,,
787,OJ Mayo,,,,,,"$5,247,432 ","$5,722,490 ","$6,057,950 ","$7,394,105 ","$5,190,781 ","$10,151,808","$9,945,700","$9,933,405",,,,,,,,,,,
788,Russell Westbrook,,,,,,"$4,731,009 ","$5,159,358 ","$5,461,861 ","$6,671,816 ","$17,649,626 ","$18,646,215","$19,542,134","$20,790,888","$32,628,781","$34,232,504","$41,938,067","$44,545,016","$47,537,680","$48,216,568","$47,080,179","$3,835,738","$4,027,525",$0,$0
789,Kevin Love,,,,,,"$4,284,135 ","$4,672,221 ","$4,946,034 ","$6,051,271 ","$17,649,626 ","$18,646,215","$19,542,135","$24,447,352","$26,021,385","$27,389,428","$28,361,287","$33,481,605","$35,928,133","$34,090,178","$30,556,968","$3,835,738","$4,027,525",$0,$0
790,Marc Gasol,,,,,,"$4,188,874 ","$4,450,991 ","$4,730,861 ","$16,963,292 ","$17,937,067 ","$18,857,648","$19,679,666","$24,447,352","$26,021,385","$27,389,428","$28,361,287","$29,609,583","$2,947,918","$2,936,969",,,,,
791,Danilo Gallinari,,,,,,"$3,891,212 ","$4,243,607 ","$4,492,361 ","$5,500,558 ","$12,188,007 ","$12,876,205","$13,494,885","$17,383,459","$18,502,686","$24,870,018","$25,384,588","$26,162,100","$22,413,234","$22,329,985","$19,479,000","$6,802,950",$0,$0,$0
792,Eric Gordon,,,,,,"$3,552,238 ","$3,873,845 ","$4,101,004 ","$5,029,292 ","$17,649,626 ","$18,125,856","$18,522,546","$19,263,394","$15,227,114","$15,656,586","$15,874,937","$16,262,244","$19,389,478","$19,869,398","$19,568,360","$3,196,448","$3,356,271",$0,$0
793,Joe Alexander,,,,,,"$3,254,214 ","$3,548,923 ","$122,982 ",,,,,,,,,,,,,,,,
794,DJ Augustin,,,,,,"$2,991,290 ","$3,277,083 ","$3,453,529 ","$4,248,596 ","$4,519,337 ","$751,587","$3,729,637","$3,725,027","$8,913,254","$8,769,997","$8,525,192","$8,386,935","$7,662,644","$8,313,044","$633,938",,,,
795,Brook Lopez,,,,,,"$2,841,790 ","$3,057,830 ","$3,280,771 ","$4,039,233 ","$17,648,658 ","$18,646,335","$19,542,057","$24,447,352","$26,021,385","$27,389,428","$3,976,855","$13,989,435","$14,594,664","$14,507,483","$13,906,976","$25,000,000","$23,000,000",$0,$0
796,Jerryd Bayless,,,,,,"$2,699,603 ","$2,944,083 ","$3,116,659 ","$3,993,678 ","$4,002,841 ","$3,978,240","$3,729,637","$3,725,027","$11,586,104","$10,886,893","$10,084,322",,,,,,,,
797,Jason Thompson,,,,,,"$2,564,566 ","$2,796,870 ","$2,960,866 ","$3,939,861 ","$6,779,006 ","$7,161,783","$7,505,895","$8,384,698","$1,098,276","$1,080,624","$1,050,460",,,,,,,,
798,Brandon Rush,,,,,,"$2,436,354 ","$2,657,076 ","$2,812,754 ","$3,881,280 ","$5,164,956 ","$5,075,904","$1,424,329","$1,578,125","$4,302,950","$144,675",,,,,,,,,
799,Anthony Randolph,,,,,,"$2,314,642 ","$2,524,371 ","$2,672,284 ","$3,821,646 ","$2,162,362 ","$2,220,708","$2,269,309",,,,,,,,,,,,
800,Goran Dragic,,,,,,"$2,302,075 ","$2,522,228 ","$2,680,821 ","$2,767,225 ","$9,684,294 ","$9,517,320","$9,324,093","$18,355,691","$19,537,515","$20,564,676","$21,294,372","$22,231,625","$20,689,139","$21,101,870","$3,523,762",,,,
801,Robin Lopez,,,,,,"$2,198,780 ","$2,397,930 ","$2,538,515 ","$3,757,810 ","$6,326,159 ","$6,496,854","$6,639,039","$15,707,197","$16,251,936","$16,679,325","$16,883,114","$5,514,554","$8,390,595","$5,452,987","$2,905,851","$3,196,448",$0,$0,$0
802,Hamed Haddadi,,,,,,"$2,129,042 ","$2,236,182 ","$2,175,108 ","$1,706,543 ","$1,678,611 ","$253,795",,,,,,,,,,,,,
803,Marreese Speights,,,,,,"$2,088,930 ","$2,278,083 ","$2,411,597 ","$3,572,260 ","$5,423,204 ","$4,441,416","$4,547,049","$4,737,613","$1,725,619","$2,560,784",,,,,,,,,
804,Roy Hibbert,,,,,,"$1,984,389 ","$2,164,170 ","$2,291,042 ","$3,398,107 ","$17,649,626 ","$18,125,856","$18,522,546","$19,263,394","$6,147,072",,,,,,,,,,
805,JaVale McGee,,,,,,"$1,885,318 ","$2,056,028 ","$2,176,522 ","$3,232,454 ","$12,912,392 ","$13,641,493","$13,986,140","$16,478,233","$1,725,619","$2,560,784","$2,814,944","$4,627,274","$4,827,465","$5,452,987","$5,461,219","$5,734,280","$6,007,341",$0,$0
806,JJ Hickson,,,,,,"$1,800,331 ","$1,963,381 ","$2,078,479 ","$3,090,860 ","$5,164,956 ","$6,535,227","$6,690,658","$6,932,787",,,,,,,,,,,
807,Alexis Ajinca,,,,,,"$1,728,344 ","$1,884,912 ","$1,995,444 ",,,"$806,916","$1,219,695","$5,636,719","$5,978,895","$6,002,062","$6,215,034",,,,,,,,
808,Roko Ukic,,,,,,"$1,692,702 ","$416,568 ",,,,,,,,,,,,,,,,,
809,Ryan Anderson,,,,,,"$1,659,119 ","$1,809,410 ","$1,915,509 ","$2,946,544 ","$11,233,781 ","$10,543,288","$10,556,739","$10,554,243","$23,033,526","$23,683,172","$24,013,463",,"$5,993,624","$5,687,011",,,,,
810,Courtney Lee,,,,,,"$1,592,819 ","$1,737,040 ","$1,915,509 ","$2,920,936 ","$6,456,196 ","$6,630,400","$6,775,508","$7,046,509","$13,821,076","$14,210,891","$14,409,080","$14,760,624",,,,,,,
811,Kosta Koufos,,,,,,"$1,529,282 ","$1,667,802 ","$1,838,837 ","$2,892,973 ","$3,873,717 ","$3,806,928","$3,729,637","$9,560,902","$9,892,482","$10,152,633","$10,276,678",,,,,,,,
812,Rudy Fernandez,,,,,,"$1,468,020 ","$1,600,873 ","$1,694,790 ","$2,862,322 ",,,,,,,,,,,,,,,
813,Nicolas Batum,,,,,,"$1,409,195 ","$1,536,910 ","$1,626,927 ","$2,829,402 ","$15,430,309 ","$13,857,536","$14,160,812","$14,727,204","$25,657,344","$27,138,343","$28,221,327","$29,574,319","$13,342,461","$13,116,613","$19,700,319","$11,710,818",$0,$0,$0
814,George Hill,,,,,,"$1,362,557 ","$1,485,971 ","$1,573,093 ","$2,738,817 ","$10,329,913 ","$10,151,808","$9,945,700","$9,933,405","$9,835,315","$24,193,096","$22,341,883","$11,723,092","$11,023,405","$5,753,437","$4,000,000",,,,
815,Darrell Arthur,,,,,,"$1,323,233 ","$1,443,110 ","$1,527,578 ","$2,661,050 ","$3,881,745 ","$4,100,928","$4,297,970","$3,494,075","$9,921,589","$9,029,966","$8,777,905",,,,,,,,
816,Donte Greene,,,,,,"$1,315,108 ","$1,434,208 ","$1,518,280 ","$2,646,317 ",,,,,,,,,,,,,,,
817,DJ White,,,,,,"$1,305,520 ","$1,423,822 ","$1,507,187 ","$2,626,982 ","$340,861 ",,,,,,,,,,,,,,
818,JR Giddens,,,,,,"$1,296,095 ","$1,413,436 ",,,,,,,,,,,,,,,,,
819,Joey Dorsey,,,,,,"$1,105,673 ","$1,210,284 ","$1,161,493 ",,,,"$1,178,768","$1,260,823",,,,,,,,,,,
820,Kyle Weaver,,,,,,"$1,092,066 ","$1,196,503 ",,,,,,,,,,,,,,,,,
821,Luc Mbah a Moute,,,,,,"$1,025,100 ","$1,011,666 ","$1,161,493 ","$6,563,626 ","$6,190,448 ","$5,822,549","$5,448,473","$1,578,125","$2,708,399","$2,560,784","$5,080,426",,,,,,,,
822,Willie Solomon,,,,,,"$963,509 ",,,,,,,,,,,,,,,,,,
823,Will Bynum,,,,,,"$963,509 ","$1,134,036 ","$4,418,189 ","$4,266,357 ","$4,519,337 ","$3,540,878","$3,625,093",,,,,,,,,,,,
824,Mario Chalmers,,,,,,"$947,913 ","$1,062,605 ","$1,161,493 ","$5,250,901 ","$5,164,956 ","$5,075,904","$4,972,850","$5,339,205",,"$2,548,025",,,,"$150,523",,,,,
825,DeAndre Jordan,,,,,,"$744,789 ","$1,011,666 ","$1,161,493 ","$13,231,489 ","$13,600,593 ","$13,941,669","$14,222,504","$24,447,352","$26,021,385","$27,389,428","$26,924,557","$11,431,216","$11,925,769","$12,115,804","$10,733,758","$3,196,448",$0,$0,$0
826,Henry Walker,,,,,,"$734,110 ","$1,011,666 ","$1,161,493 ","$1,161,919 ",,,"$387,427",,,,,,,,,,,,
827,Mike Taylor,,,,,,"$677,081 ",,,,,,,,,,,,,,,,,,
828,Darnell Jackson,,,,,,"$609,372 ","$1,011,666 ","$1,161,493 ",,,,,,,,,,,,,,,,
